num-1,sym,lvl,92,93,94,95,96,97,98,99,100,101,102,103
23,atom,lvlMO,0,0,0,0,0.9,3,0.4,1.4,3.1,1.3,1.2,1
24,atom,lvlMO,0.4,0.8,0,0.1,2,3.7,0.6,2,4,1.3,0.5,2.1
25,atom,lvlMO,0.2,0,0,0,1,21.2,1.6,17.7,1.6,6.2,2.6,1.1
26,atom,lvlMO,0.0,0.0,0.0,0.0,0.3,9.6,0.9,7.8,1.1,2.9,1.4,0.2
27,atom,lvlMO,0,0,0,0,0.3,7.4,0.9,9.2,1,1.3,0.9,0.4
28,atom,lvlMO,0.2,1,0,0,2.5,2.8,0.5,1.3,1.2,1,1.3,1.8
29,atom,lvlMO,1.2,10.1,0.1,0.6,0.5,0.4,0.3,0.6,0.6,0.6,0.3,2.7
30,atom,lvlMO,8.4,7.6,0.6,0.1,1.1,0.8,1.3,1.2,3.9,0.6,0.5,0.8
31,atom,lvlMO,13.3,1.7,0.1,0.5,2.9,0.9,2.5,0.5,1.1,0.1,0.8,3.4
32,atom,lvlMO,8.4,4,0.8,0.1,0.7,0.5,1.2,0.2,0.9,0.8,3,1.5
33,atom,lvlMO,1.5,12.6,0.8,1.2,0.6,0.1,0.5,0.4,0.9,0.6,0.6,1.7
34,atom,lvlMO,0.2,2.8,7,0.4,0.3,0,0.7,0.5,0.9,0.1,0.1,0.7
35,atom,lvlMO,11.9,1.1,4,0.6,0.2,0.4,0.5,0.6,2.2,0.5,0.4,5
36,atom,lvlMO,0,0,0,0.2,2.5,25.5,4.5,37,4.2,6.3,3.2,0
37,atom,lvlMO,0.1,0,0,0.3,3.7,0.5,1.6,1.6,6.5,2.7,0.9,4.5
38,atom,lvlMO,0.5,0.8,38.8,2,5.1,0.5,0,0.2,0.5,0.4,1.1,1.2
39,atom,lvlMO,0,0.3,0.1,0.2,2.1,1.2,0,0.8,1.8,1.4,2.6,3.7
40,atom,lvlMO,0.4,0.4,0.7,0.3,2.8,1,2.5,2,9.4,0.3,1,0.1
41,atom,lvlMO,0.7,0.1,0.1,0.6,9.9,1.4,6,0.2,2.8,0.1,0.6,0.3
42,atom,lvlMO,0.3,0.2,0.7,0,1,0.6,2.7,0.2,0.9,1.4,7.8,1.4
43,atom,lvlMO,0.7,0,9.8,0,0.1,0.2,0.7,0.5,4.3,0.3,0.2,9.9
44,atom,lvlMO,0.3,0.2,38.8,1.9,1.2,0,3.1,1.9,3.3,0.7,0.3,1.7
45,atom,lvlMO,0,0,0,0.1,1.3,22,4.2,36.8,3.2,3.4,3.3,1.5
46,atom,lvlMO,0,0.1,0,0.1,2.5,9.3,0,0,13.3,3.9,3.5,5.5
